Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Finish,Garage Type_Attchd,Garage Type_Detchd,Kitchen Qual,Heating QC,BsmtFin Type 1,Bsmt Exposure,Bsmt Cond,Bsmt Qual,Foundation_CBlock,Foundation_PConc,Exter Qual,Roof Style_Gable,Roof Style_Hip,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_Somerst,MS Zoning,MS SubClass_50,MS SubClass_60,Lot Frontage,Lot Area,Overall Qual,Year Built,BsmtFin SF 1,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,Total Flr SF
1,0,0,2,1,0,3,5,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,70.0,7000,5,1960,588.0,1010.0,1134,6,1960.0,1.0,254.0,135000,1134
0,1,0,1,0,1,4,4,1,1,3,3,0,0,3,0,0,0,0,0,8,1,0,64.0,13053,6,1923,0.0,833.0,1848,8,1922.0,2.0,370.0,207000,1848
0,1,0,1,0,1,3,2,3,1,3,3,0,1,3,1,0,0,0,0,8,1,0,60.0,8400,6,1925,423.0,1181.0,1694,7,1925.0,2.0,576.0,136500,1694
0,1,0,1,0,1,3,5,1,1,3,3,1,0,3,1,0,0,0,0,6,0,0,50.0,6000,4,1954,0.0,901.0,901,4,1954.0,1.0,281.0,107900,901
0,1,0,1,0,1,3,4,2,1,3,3,0,0,3,1,0,0,0,0,6,1,0,47.94715140557907,6240,6,1938,52.0,861.0,1409,6,1968.0,2.0,528.0,126000,1409
0,0,1,3,1,0,3,2,4,4,4,3,1,0,3,0,1,1,0,0,8,0,0,141.0,31770,6,1960,639.0,1080.0,1656,7,1960.0,2.0,528.0,215000,1656
0,0,1,3,0,0,5,5,6,3,3,5,0,1,5,1,0,0,0,0,8,0,1,96.0,12474,10,2007,1280.0,1682.0,2332,9,2008.0,3.0,846.0,426000,2332
0,1,0,1,1,0,4,4,5,1,3,3,1,0,4,1,0,1,0,0,8,0,0,80.0,9600,5,1950,607.0,1113.0,1113,5,1950.0,1.0,264.0,147000,1113
0,1,0,1,0,1,4,5,1,1,3,3,0,0,4,1,0,0,0,0,8,0,0,64.0,8574,6,1916,0.0,816.0,1232,6,1916.0,2.0,440.0,147500,1232
1,0,0,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,8,0,0,104.0,14418,9,2007,1375.0,1950.0,1950,7,2007.0,3.0,706.0,383000,1950
1,0,0,3,1,0,3,4,6,3,3,4,1,0,3,1,0,0,0,0,8,0,0,80.0,10400,7,1988,929.0,1845.0,1872,6,1988.0,2.0,604.0,241500,1872
0,1,0,1,0,1,3,5,1,1,3,4,0,0,3,1,0,0,0,0,8,1,0,63.0,15564,6,1914,0.0,676.0,1264,6,1994.0,2.0,400.0,147500,1264
0,0,1,3,0,0,5,5,6,4,3,5,0,1,4,1,0,0,0,0,8,0,1,101.0,13543,8,2005,16.0,1168.0,2500,9,2005.0,3.0,683.0,355000,2500
0,1,0,2,0,0,4,4,5,1,3,3,0,0,3,1,0,0,0,0,6,0,0,50.0,6130,5,1924,784.0,784.0,784,5,1924.0,0.0,0.0,109500,784
0,1,0,1,0,1,3,2,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,50.0,5925,2,1940,0.0,0.0,612,4,1965.0,1.0,308.0,45000,612
0,1,0,1,1,0,3,5,1,2,3,3,1,0,3,1,0,0,0,0,8,0,0,93.00225240891686,24090,7,1940,0.0,1032.0,2403,10,1940.0,1.0,349.0,244400,2403
0,0,1,3,1,0,3,3,6,1,3,3,1,0,3,0,1,1,0,0,8,0,0,80.0,9600,6,1953,1285.0,1416.0,1644,7,1953.0,2.0,418.0,167000,1644
1,0,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,65.0,8158,7,2002,0.0,860.0,1729,7,2002.0,2.0,542.0,200000,1729
0,1,0,1,0,1,3,4,1,1,3,3,0,0,3,1,0,0,0,0,8,0,0,50.0,5220,5,1936,0.0,830.0,879,4,1936.0,1.0,180.0,80000,879
0,1,0,1,0,1,3,3,3,1,3,3,1,0,3,0,1,0,0,0,8,0,0,60.0,8172,5,1955,167.0,864.0,864,5,1957.0,2.0,572.0,115000,864
1,0,0,2,1,0,3,4,2,1,3,4,1,0,3,1,0,1,0,0,8,0,0,72.0,9000,6,1956,616.0,1196.0,1196,6,1956.0,1.0,297.0,139000,1196
1,0,0,3,1,0,3,3,5,1,3,3,1,0,3,0,1,0,0,0,8,0,1,74.0,7844,6,1978,209.0,672.0,1400,6,1978.0,2.0,440.0,149500,1400
0,1,0,1,0,1,3,3,1,2,3,3,1,0,3,1,0,0,0,0,8,0,0,60.0,9084,4,1940,0.0,755.0,1510,7,1940.0,1.0,296.0,108000,1510
0,1,0,2,0,0,3,3,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,60.0,10800,4,1900,0.0,0.0,1294,7,1900.0,0.0,0.0,106250,1294
0,1,0,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,0,74.0,8556,7,2006,0.0,1240.0,1240,5,2006.0,3.0,826.0,194000,1240
1,0,0,1,0,1,3,5,2,1,3,3,1,0,3,0,1,0,0,0,8,0,0,70.0,9100,5,1962,36.0,988.0,988,6,1977.0,2.0,624.0,129500,988
0,1,0,1,0,1,3,3,1,1,3,3,1,0,3,1,0,1,0,0,8,0,0,63.0,8668,5,1968,0.0,1560.0,1560,8,1968.0,3.0,792.0,126000,1560
0,1,0,2,1,0,3,3,3,2,3,2,1,0,3,1,0,0,0,0,8,0,0,70.0,11767,5,1950,1078.0,1078.0,1368,6,1950.0,1.0,195.0,120000,1368
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,70.0,8400,7,2004,712.0,1473.0,1484,7,2004.0,2.0,606.0,213000,1484
0,1,0,3,1,0,4,3,6,4,3,4,1,0,4,1,0,0,0,0,8,0,0,40.0,3874,8,1980,807.0,1226.0,1226,4,1980.0,2.0,484.0,190000,1226
1,0,0,3,1,0,3,4,6,1,3,4,0,1,3,1,0,0,0,0,8,0,0,69.82779589622031,8076,6,1993,705.0,1160.0,1169,6,1993.0,2.0,402.0,183500,1169
1,0,0,1,0,0,3,3,3,3,3,3,1,0,3,1,0,1,0,0,8,0,0,93.0,10090,7,1963,242.0,725.0,1651,6,1963.0,1.0,276.0,172000,1651
0,1,0,1,0,1,3,5,5,2,3,3,1,0,3,1,0,0,0,0,8,0,0,67.0,8877,4,1938,690.0,816.0,816,3,1958.0,1.0,288.0,100000,816
0,0,1,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,85.0,11058,7,2007,56.0,1564.0,1564,6,2007.0,3.0,814.0,218836,1564
0,1,0,1,0,1,3,5,1,1,3,2,0,0,3,1,0,0,0,0,6,0,0,60.0,10800,6,1905,0.0,482.0,1912,7,2003.0,2.0,672.0,163000,1912
0,1,0,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,0,59.0,10936,7,2006,0.0,1510.0,1525,6,2006.0,2.0,534.0,206580,1525
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,65.0,8461,6,2005,0.0,728.0,1456,8,2005.0,2.0,390.0,163990,1456
0,1,0,1,0,1,3,4,1,1,2,2,0,0,2,1,0,0,0,0,6,0,0,60.0,7518,5,1910,0.0,396.0,1330,7,2001.0,1.0,390.0,116500,1330
0,1,0,3,0,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,71.54019416070528,8010,7,2002,0.0,840.0,1720,7,2002.0,2.0,400.0,188000,1720
1,0,0,3,0,0,3,5,6,3,3,3,1,0,3,1,0,1,0,0,8,0,0,66.59326584108204,10050,5,1966,602.0,793.0,1280,6,1966.0,2.0,432.0,175000,1280
0,1,0,2,1,0,3,4,6,4,3,4,1,0,4,1,0,0,0,0,8,0,0,38.0,4740,8,1988,248.0,1166.0,1179,5,1988.0,2.0,480.0,182000,1179
0,1,0,2,0,1,3,3,1,1,3,3,0,0,4,1,0,0,0,0,6,0,0,60.0,6978,5,1926,0.0,850.0,960,5,1981.0,2.0,576.0,103000,960
1,0,0,2,1,0,5,5,6,4,3,5,0,1,5,0,1,0,1,0,8,0,0,177.51862008494157,11400,10,2001,1282.0,2633.0,2633,8,2001.0,3.0,804.0,466500,2633
0,1,0,1,1,0,4,3,5,1,3,3,1,0,4,0,1,1,0,0,8,0,0,66.0,9240,6,1959,708.0,988.0,988,6,1959.0,1.0,297.0,149500,988
0,1,0,1,1,0,3,3,6,1,3,4,1,0,3,1,0,0,0,0,8,0,0,24.0,2304,7,1978,632.0,1061.0,1055,4,1978.0,1.0,319.0,142500,1055
0,1,0,1,0,1,3,3,4,2,3,3,0,1,3,0,1,0,0,0,8,0,0,54.0,7223,5,1926,319.0,1290.0,1422,6,1973.0,1.0,352.0,136500,1422
0,1,0,1,0,1,3,5,6,1,3,4,0,1,3,1,0,0,0,0,5,0,0,52.13301382987566,3612,6,1993,338.0,630.0,1320,5,1993.0,2.0,484.0,137000,1320
1,0,0,2,1,0,5,5,6,2,4,4,1,0,4,1,0,0,0,0,8,0,0,63.0,12680,7,1988,983.0,1675.0,1688,6,1988.0,2.0,528.0,226500,1688
0,1,0,1,1,0,4,4,6,4,3,4,0,1,3,1,0,0,0,0,8,0,0,85.0,10176,7,1990,637.0,1300.0,1341,5,1990.0,2.0,506.0,171500,1341
0,1,0,1,0,1,3,4,5,3,3,3,1,0,3,1,0,0,0,0,8,0,0,55.0,10780,5,1976,483.0,911.0,954,6,1976.0,2.0,576.0,132500,954
1,0,0,1,0,1,3,2,0,0,0,0,0,0,3,1,0,1,0,0,8,0,0,33.29663292054102,8544,3,1949,0.0,0.0,1040,6,1949.0,2.0,400.0,87500,1040
1,0,0,3,1,0,3,5,6,1,3,3,0,1,3,1,0,0,0,1,7,0,1,79.0,10646,7,2001,681.0,858.0,1789,7,2001.0,2.0,546.0,223000,1789
1,0,0,2,1,0,4,3,1,1,3,3,1,0,4,1,0,1,0,0,8,0,0,80.0,8400,6,1962,0.0,1319.0,1537,7,1962.0,2.0,462.0,174000,1537
0,1,0,3,1,0,3,5,3,1,3,3,1,0,3,0,1,1,0,0,8,0,0,85.0,15428,5,1951,741.0,884.0,884,4,1951.0,1.0,270.0,142000,884
0,1,0,2,1,0,4,5,1,1,4,4,0,1,4,1,0,0,0,1,7,0,0,81.0,11216,8,2006,0.0,1489.0,1489,7,2006.0,2.0,776.0,232600,1489
1,0,0,2,1,0,4,2,5,1,3,3,1,0,3,0,1,0,0,0,8,0,0,78.0,10140,6,1974,663.0,1040.0,1309,5,1974.0,2.0,484.0,181000,1309
0,1,0,3,1,0,3,4,5,1,3,4,1,0,3,1,0,0,0,0,6,0,0,42.0,3964,6,1973,837.0,942.0,2521,10,1973.0,2.0,576.0,151400,2521
0,0,1,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,98.0,11428,8,2006,0.0,1626.0,1634,7,2006.0,3.0,866.0,250000,1634
1,0,0,1,1,0,3,3,6,1,3,4,1,0,3,1,0,0,0,0,8,0,1,80.0,10421,7,1988,394.0,980.0,1714,7,1988.0,2.0,496.0,196500,1714
0,1,0,1,1,0,3,3,1,1,3,3,0,1,3,1,0,0,0,0,6,0,0,75.0,13500,7,1879,0.0,819.0,2454,8,1950.0,2.0,576.0,185000,2454
1,0,0,1,1,0,3,3,4,3,3,3,1,0,3,1,0,0,0,0,8,0,0,75.0,9000,6,1969,955.0,1216.0,1216,5,1969.0,1.0,336.0,113000,1216
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,60.0,8089,8,2007,945.0,1419.0,1419,7,2007.0,2.0,567.0,392000,1419
1,0,0,2,0,0,3,3,6,4,4,4,1,0,3,0,0,0,0,0,8,0,0,35.0,9400,6,1975,945.0,945.0,980,4,1975.0,0.0,0.0,127500,980
1,0,0,1,0,1,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,0,24.0,2117,6,2000,417.0,756.0,1573,4,2000.0,2.0,440.0,177000,1573
1,0,0,2,0,0,4,5,1,3,3,4,0,1,4,1,0,0,0,1,7,0,1,85.0,10625,6,2004,0.0,1158.0,2443,9,2004.0,3.0,744.0,265000,2443
0,1,0,2,1,0,4,5,6,2,3,5,0,1,4,1,0,0,0,1,7,0,1,106.0,8413,8,1998,901.0,1220.0,2362,8,1998.0,2.0,1105.0,312500,2362
0,1,0,1,0,1,4,4,1,1,3,3,0,0,5,1,0,0,0,0,6,0,0,75.0,13500,10,1893,0.0,1237.0,2775,9,1988.0,2.0,880.0,325000,2775
1,0,0,2,1,0,4,4,5,4,4,4,1,0,4,1,0,0,0,0,8,0,0,104.64656060741464,15676,8,1980,1733.0,2014.0,2014,6,1980.0,3.0,864.0,275000,2014
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,1,0,8,0,1,82.0,9950,7,1995,565.0,1203.0,2520,9,1995.0,3.0,721.0,290000,2520
0,0,0,3,1,0,3,5,4,4,3,3,1,0,3,0,1,0,0,0,8,0,0,39.0,15410,6,1974,126.0,1208.0,1494,7,1974.0,2.0,461.0,169000,1494
0,1,0,1,0,1,3,4,2,1,3,3,1,0,3,1,0,0,0,0,6,0,0,50.0,6000,5,1921,616.0,616.0,616,4,1921.0,1.0,205.0,89000,616
0,1,0,3,1,0,3,4,1,1,3,4,0,1,3,1,0,0,0,0,8,0,1,63.0,8402,6,1998,0.0,789.0,1465,7,1998.0,2.0,393.0,180400,1465
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,85.0,10655,8,2003,1124.0,3206.0,1629,7,2003.0,3.0,880.0,284000,1629
0,1,0,2,1,0,3,5,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,70.0,10150,5,1958,456.0,912.0,912,5,1958.0,1.0,275.0,114500,912
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,84.0,10084,7,2005,24.0,1552.0,1552,7,2005.0,3.0,782.0,212900,1552
0,1,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,67.0,16285,7,2001,0.0,1413.0,1430,6,2001.0,2.0,605.0,187100,1430
1,0,0,1,0,1,3,4,6,1,3,4,0,1,3,1,0,0,0,1,7,0,0,34.0,3230,6,1999,419.0,729.0,1458,5,1999.0,2.0,440.0,176000,1458
0,1,0,2,1,0,3,5,4,1,3,4,0,1,3,0,1,0,0,0,8,0,0,81.81458374761509,21579,6,1968,813.0,1488.0,1488,7,1968.0,2.0,552.0,215000,1488
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,64.0,8320,7,2004,490.0,770.0,1582,6,2004.0,2.0,520.0,185900,1582
0,1,0,1,0,1,4,3,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,60.0,6960,4,1970,375.0,864.0,864,5,1989.0,2.0,660.0,120500,864
0,1,0,3,0,0,3,5,1,3,4,4,0,1,4,1,0,0,0,0,8,0,1,60.0,21930,5,2005,0.0,732.0,1838,7,2005.0,2.0,372.0,192140,1838
0,1,0,1,1,0,4,5,5,1,3,3,1,0,4,1,0,0,0,0,8,0,0,60.0,6600,5,1982,641.0,816.0,816,5,1982.0,1.0,264.0,130500,816
0,1,0,1,0,1,3,3,0,0,0,0,0,0,3,1,0,0,0,0,8,1,0,50.0,8405,4,1945,0.0,0.0,1529,9,1945.0,1.0,240.0,98000,1529
0,0,1,2,1,0,5,5,6,4,3,4,0,1,4,0,1,0,0,0,8,0,0,91.0,11778,9,2008,2085.0,2271.0,2276,7,2008.0,3.0,1348.0,475000,2276
0,1,0,1,0,1,3,4,1,1,1,2,0,0,3,1,0,0,0,0,6,0,0,60.0,8967,5,1920,0.0,961.0,1077,6,1920.0,1.0,338.0,67000,1077
0,0,1,3,1,0,5,5,6,1,3,5,0,1,4,1,0,0,0,0,8,0,1,86.0,10562,8,2007,1288.0,1582.0,2161,8,2007.0,3.0,789.0,325624,2161
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,44.0,12864,7,2002,1392.0,1409.0,1409,4,2002.0,2.0,576.0,245000,1409
0,1,0,1,0,1,4,5,6,1,3,3,0,1,3,1,0,0,0,0,8,0,0,66.0,13695,5,2004,646.0,1114.0,1114,6,2004.0,2.0,576.0,159000,1114
1,0,0,2,1,0,3,3,5,1,3,3,1,0,3,0,1,1,0,0,8,0,0,79.0,10289,5,1965,836.0,1073.0,1073,6,1965.0,2.0,515.0,156000,1073
0,0,1,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,8,0,0,105.0,15431,10,2008,1767.0,3094.0,2402,10,2008.0,3.0,672.0,555000,2402
0,1,0,1,1,0,3,3,4,1,3,4,0,1,3,1,0,0,0,0,8,0,0,61.83660399529047,11120,6,1984,660.0,1232.0,1232,6,1984.0,2.0,516.0,162500,1232
0,1,0,1,1,0,4,4,2,3,3,4,0,1,4,1,0,0,0,0,8,0,0,73.0,9069,6,1993,261.0,1344.0,1440,8,1993.0,4.0,920.0,224500,1440
1,0,0,2,1,0,3,4,1,1,3,3,1,0,3,0,1,0,0,0,8,0,0,50.61088203922235,47280,6,1950,0.0,1488.0,1488,6,1950.0,2.0,738.0,133000,1488
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,63.0,7875,7,2003,0.0,783.0,1509,8,2003.0,2.0,393.0,180000,1509
0,1,0,1,1,0,4,4,6,1,3,3,1,0,3,1,0,0,0,0,8,0,0,60.0,6600,5,1982,638.0,845.0,845,6,1982.0,1.0,264.0,134500,845
1,0,0,3,0,0,4,5,1,4,3,5,0,1,5,0,1,0,0,0,8,0,1,66.0,13682,10,2006,0.0,1410.0,2945,10,2006.0,3.0,641.0,438780,2945
1,0,0,2,0,0,3,4,6,4,3,4,1,0,3,1,0,1,0,0,8,0,0,101.0,9150,6,1962,371.0,1099.0,1431,6,1962.0,1.0,296.0,165000,1431
1,0,0,2,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,65.0,7150,5,1967,432.0,892.0,892,5,1967.0,1.0,288.0,100000,892
1,0,0,1,1,0,3,4,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,66.97379878874537,12285,7,1960,544.0,1329.0,1329,5,1960.0,2.0,441.0,176000,1329
0,1,0,1,1,0,3,3,5,2,3,3,1,0,3,0,1,0,0,0,8,0,0,102.0,17920,5,1955,306.0,1763.0,1779,6,1955.0,2.0,454.0,170000,1779
1,0,0,3,1,0,4,5,1,1,3,4,0,1,4,0,1,0,0,0,8,0,0,53.0,3684,7,2007,0.0,1373.0,1555,7,2007.0,3.0,660.0,174000,1555
0,1,0,1,0,1,3,3,3,1,3,3,0,1,3,1,0,0,0,0,6,1,0,62.0,7006,6,1925,121.0,768.0,1236,6,1985.0,1.0,384.0,127000,1236
0,1,0,3,0,0,3,5,1,1,3,4,0,1,3,1,0,0,0,0,8,0,1,77.0,8390,7,1999,0.0,831.0,1651,7,1999.0,2.0,450.0,185900,1651
0,1,0,1,1,0,3,4,1,1,3,2,0,0,3,1,0,0,0,0,6,0,0,50.0,5784,5,1938,0.0,190.0,886,4,1938.0,1.0,273.0,91300,886
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,70.0,9135,6,2003,340.0,1682.0,1700,7,2003.0,2.0,544.0,200000,1700
1,0,0,1,1,0,3,5,3,2,3,3,1,0,3,1,0,1,0,0,8,1,0,78.0,10496,6,1949,196.0,1040.0,1846,7,1949.0,1.0,315.0,143000,1846
0,1,0,1,1,0,4,5,5,1,3,3,1,0,4,1,0,0,0,0,8,1,0,65.64193347192374,13650,5,1958,57.0,1052.0,1920,8,1958.0,2.0,451.0,172500,1920
0,0,1,1,0,1,3,3,4,1,3,3,1,0,3,1,0,0,0,0,8,0,0,67.0,8308,4,1963,132.0,1088.0,1088,4,2002.0,2.0,520.0,110000,1088
1,0,0,2,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,53.274612672865636,9450,4,1957,775.0,1040.0,1362,6,1982.0,3.0,768.0,140000,1362
0,1,0,2,1,0,4,4,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,78.0,9317,6,2006,24.0,1314.0,1314,6,2006.0,2.0,440.0,176432,1314
1,0,0,2,1,0,4,4,6,1,3,4,1,0,3,1,0,0,0,0,8,0,0,68.19150422126802,7153,6,1991,1200.0,1278.0,1294,6,1991.0,2.0,496.0,179200,1294
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,68.0,8814,7,2005,925.0,1274.0,1274,6,2005.0,2.0,508.0,203000,1274
0,0,1,2,1,0,4,5,1,3,3,4,0,1,4,0,1,0,0,1,8,0,0,83.0,9849,7,2007,0.0,1689.0,1689,7,2007.0,3.0,954.0,248328,1689
1,0,0,3,1,0,5,5,6,4,3,5,0,1,5,1,0,0,0,0,8,0,0,79.0,14463,9,2008,1115.0,1641.0,1641,7,2008.0,3.0,885.0,316500,1641
0,1,0,1,1,0,3,3,1,1,3,3,1,0,3,1,0,0,0,0,8,1,0,50.0,5190,7,1948,0.0,570.0,1079,5,1948.0,1.0,249.0,125600,1079
1,0,0,1,0,1,2,4,3,1,3,3,1,0,3,1,0,0,0,0,6,0,0,65.0,9750,5,1959,200.0,984.0,984,5,1959.0,1.0,308.0,110000,984
0,1,0,1,0,1,2,4,5,1,3,3,0,1,3,0,1,0,0,0,6,0,0,50.0,6000,4,1920,250.0,960.0,960,5,1997.0,1.0,308.0,108500,960
0,1,0,1,0,0,2,3,1,3,3,3,1,0,2,0,1,0,0,0,3,0,0,66.0,8712,5,1952,0.0,540.0,1044,4,1952.0,2.0,504.0,55993,1044
0,1,0,1,0,1,4,5,4,1,3,3,0,0,3,1,0,0,0,0,6,1,0,69.0,11851,5,1948,780.0,1027.0,1633,7,1948.0,1.0,240.0,129000,1633
1,0,0,1,1,0,4,4,6,1,4,4,1,0,3,1,0,0,0,0,8,0,0,54.0,13811,6,1987,980.0,1112.0,1137,5,1987.0,2.0,551.0,176000,1137
1,0,0,1,1,0,3,2,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,83.0,10143,6,1963,384.0,1380.0,1380,6,1963.0,1.0,364.0,154000,1380
1,0,0,1,1,0,4,5,6,3,4,4,1,0,4,1,0,0,0,0,8,0,0,93.0,18265,6,1986,920.0,1256.0,1256,6,1986.0,2.0,578.0,180000,1256
0,1,0,3,1,0,3,3,5,1,3,4,0,1,3,1,0,0,0,0,6,0,0,44.0,4224,5,1976,874.0,1142.0,1142,6,1976.0,2.0,528.0,134000,1142
0,1,0,1,1,0,4,3,5,3,4,3,1,0,3,1,0,0,0,0,8,0,0,84.0,12615,6,1950,477.0,1202.0,2158,7,1950.0,2.0,576.0,243000,2158
1,0,0,3,1,0,4,5,6,3,3,4,0,1,4,0,1,0,0,0,8,0,0,85.0,14536,8,2002,1300.0,1616.0,1629,9,2002.0,3.0,808.0,270000,1629
0,1,0,1,1,0,3,3,5,1,3,3,0,1,3,1,0,0,0,0,8,0,0,71.0,9187,6,1983,336.0,1084.0,1080,5,1983.0,2.0,484.0,134000,1080
1,0,0,2,1,0,4,5,6,4,3,4,0,1,4,1,0,0,1,0,8,0,1,90.0,9900,7,1993,987.0,1347.0,2646,9,1993.0,3.0,656.0,260000,2646
0,1,0,2,1,0,4,4,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,64.0,8333,7,2006,0.0,738.0,1491,7,2006.0,2.0,484.0,168675,1491
1,0,0,3,0,0,3,4,2,1,3,4,0,1,3,1,0,0,0,0,8,0,0,60.88527162613215,10147,6,1994,186.0,392.0,1694,7,1994.0,2.0,398.0,160000,1694
0,1,0,2,0,0,4,4,1,1,3,2,0,0,3,1,0,0,0,0,6,1,0,44.0,5914,5,1890,0.0,684.0,1080,5,1890.0,0.0,0.0,95000,1080
0,1,0,3,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,1,79.0,11646,6,2005,0.0,704.0,1422,7,2005.0,2.0,440.0,173000,1422
0,1,0,2,1,0,4,5,1,1,4,4,0,1,4,1,0,0,0,1,7,0,0,60.0,7200,7,2006,0.0,1293.0,1301,5,2006.0,2.0,572.0,187750,1301
1,0,0,3,1,0,3,4,1,1,3,4,1,0,3,1,0,0,0,0,8,0,1,46.0,20544,7,1986,0.0,791.0,2093,7,1986.0,2.0,542.0,215000,2093
1,0,0,2,1,0,3,4,4,2,3,3,1,0,3,1,0,0,0,0,8,0,0,45.663953719599114,9981,5,1967,221.0,1073.0,1073,6,1967.0,1.0,270.0,120000,1073
1,0,0,2,1,0,4,5,6,3,4,4,0,1,4,1,0,0,0,1,8,0,0,70.0,8251,7,2005,778.0,1494.0,1506,7,2005.0,2.0,672.0,249000,1506
1,0,0,2,1,0,3,4,4,1,3,3,1,0,3,0,1,0,0,0,8,0,0,78.0,10140,7,1967,553.0,1334.0,1334,7,1967.0,2.0,477.0,164500,1334
0,1,0,2,1,0,4,4,0,0,0,0,1,0,4,1,0,0,0,0,6,0,0,87.52257796256497,8239,7,1986,0.0,0.0,1295,5,1986.0,1.0,312.0,230000,1295
0,1,0,1,1,0,4,4,3,1,3,3,0,0,3,1,0,0,0,0,6,0,0,53.274612672865636,5700,7,1929,336.0,672.0,1344,6,1979.0,2.0,456.0,140000,1344
0,1,0,1,0,1,3,3,5,1,4,3,1,0,3,1,0,1,0,0,8,0,0,60.0,7200,5,1952,630.0,732.0,732,4,1952.0,1.0,240.0,118900,732
0,1,0,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,0,71.0,9178,8,2008,0.0,1468.0,1468,6,2008.0,3.0,904.0,239900,1468
0,1,0,2,1,0,3,4,5,1,3,4,1,0,3,1,0,0,0,0,8,0,0,53.0,4043,6,1975,727.0,1069.0,1069,4,1975.0,2.0,440.0,146300,1069
0,1,0,1,1,0,3,4,6,1,3,4,0,1,3,1,0,0,0,0,6,0,0,47.18608551025242,4224,5,1975,769.0,1040.0,1040,6,1975.0,2.0,499.0,124000,1040
0,1,0,1,0,1,3,3,5,3,3,4,1,0,3,1,0,0,0,0,8,0,0,75.0,11235,5,1963,925.0,925.0,999,6,1963.0,1.0,308.0,130000,999
1,0,0,1,1,0,3,5,1,1,3,4,0,1,3,1,0,0,0,0,8,0,0,65.0,8450,7,2000,0.0,1349.0,1349,6,2000.0,2.0,539.0,179000,1349
0,1,0,2,1,0,3,5,1,1,3,4,0,1,3,1,0,0,0,0,8,0,0,99.0,11851,7,1990,0.0,1424.0,1442,5,1990.0,2.0,500.0,180500,1442
0,1,0,1,1,0,3,3,1,1,3,3,1,0,3,1,0,0,0,0,6,0,0,47.0,4608,4,1945,0.0,747.0,747,4,1945.0,1.0,220.0,80000,747
0,0,1,3,1,0,5,5,1,1,3,4,0,1,4,1,0,0,0,1,8,0,0,78.0,9262,8,2008,0.0,1573.0,1578,7,2008.0,3.0,840.0,287090,1578
0,1,0,1,0,1,3,4,0,0,0,0,0,1,3,1,0,0,0,0,6,0,0,70.0,12702,5,1956,0.0,0.0,882,4,1956.0,1.0,308.0,97000,882
1,0,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,93.98783274336488,2938,7,2002,1038.0,1368.0,1511,5,2002.0,2.0,398.0,246990,1511
0,0,0,1,1,0,3,2,4,3,3,3,1,0,3,1,0,0,0,0,8,0,0,160.0,18160,6,1964,550.0,1302.0,1128,6,1964.0,2.0,480.0,154204,1128
