Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Finish,Garage Type_Attchd,Garage Type_Detchd,Kitchen Qual,Heating QC,BsmtFin Type 1,Bsmt Exposure,Bsmt Cond,Bsmt Qual,Foundation_CBlock,Foundation_PConc,Exter Qual,Roof Style_Gable,Roof Style_Hip,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_Somerst,MS Zoning,MS SubClass_50,MS SubClass_60,Lot Frontage,Lot Area,Overall Qual,Year Built,BsmtFin SF 1,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,Id,Total Flr SF
1,0,0,3,1,0,4,5,6,4,3,4,0,1,4,1,0,0,0,0,8,0,0,43.0,3010,7,2005,16,1142,1142,6,2005.0,2,440,2427,1142
0,1,0,3,0,1,4,5,2,1,3,3,1,0,3,1,0,0,0,0,6,0,1,60.0,9780,7,1950,354,976,1952,8,1950.0,1,299,2036,1952
0,1,0,1,1,0,3,4,1,1,3,3,1,0,3,1,0,1,0,0,8,0,1,79.0,9462,5,1949,0,704,1728,7,1949.0,1,234,2564,1728
1,0,0,1,0,1,3,5,1,1,3,3,0,1,3,0,1,1,0,0,8,0,0,76.0,9482,5,1958,0,1866,1866,8,1958.0,2,495,642,1866
1,0,0,3,1,0,4,4,5,1,3,4,0,1,3,1,0,0,0,0,8,0,1,0.0,14067,6,1991,504,836,1709,7,1991.0,2,416,1008,1709
0,0,1,1,0,1,3,4,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,95.0,11345,5,1948,220,928,1920,10,1948.0,2,400,1908,1920
0,1,0,3,1,0,3,4,6,4,3,4,1,0,4,1,0,0,0,0,8,0,0,0.0,3760,8,1980,1009,1235,1235,4,1980.0,2,484,2519,1235
0,1,0,1,0,1,3,3,1,1,3,2,0,0,3,1,0,0,0,0,6,0,0,60.0,10320,5,1912,0,451,759,5,1997.0,2,576,1369,759
0,1,0,1,0,1,3,4,2,1,3,2,0,0,3,1,0,0,0,0,8,0,0,54.0,7588,7,1920,352,793,1802,9,1920.0,1,216,2855,1802
0,1,0,1,0,1,3,3,1,1,3,2,0,1,4,1,0,0,0,0,6,0,0,60.0,8520,5,1923,0,624,792,5,1963.0,1,287,712,792
0,1,0,2,0,0,3,4,1,1,3,2,1,0,4,1,0,0,0,0,8,1,0,60.0,14190,4,1890,0,925,1544,7,1890.0,0,0,1943,1544
1,0,0,1,0,1,3,3,4,1,2,3,1,0,3,1,0,1,0,0,8,0,0,60.0,11664,6,1948,336,1082,1082,5,1948.0,1,240,1958,1082
0,1,0,3,0,1,4,3,6,4,3,4,1,0,4,1,0,0,0,0,8,0,0,30.0,4420,8,1980,728,728,788,3,1980.0,2,484,107,788
0,1,0,2,1,0,4,3,5,2,3,3,0,1,3,1,0,0,0,0,8,0,0,61.0,33983,5,1977,1112,1160,1676,6,1977.0,2,672,2295,1676
0,1,0,2,0,0,3,4,1,1,3,2,0,0,3,1,0,0,0,0,6,1,0,56.0,10134,5,1910,0,801,1447,6,1910.0,0,0,704,1447
0,1,0,1,1,0,3,4,3,1,3,3,1,0,4,1,0,1,0,0,8,0,0,60.0,12144,5,1949,375,832,1268,6,1949.0,1,288,676,1036
1,0,0,2,1,0,4,5,6,1,3,4,0,1,3,1,0,0,0,0,8,0,1,70.0,8750,6,1998,505,804,1682,7,1998.0,2,523,259,1682
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,1,0,8,0,1,88.0,11134,8,1992,1129,1390,2225,7,1992.0,3,713,93,2225
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,1,68.0,7379,8,2000,484,975,1848,7,2000.0,2,592,106,1848
0,1,0,3,0,0,3,4,1,1,3,4,0,1,3,1,0,0,0,0,8,0,1,54.0,9783,6,1996,0,821,1776,7,1996.0,2,443,2315,1776
1,0,0,2,1,0,3,3,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,0.0,9477,5,1966,340,864,892,5,1966.0,1,264,1050,892
0,1,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,1,60.0,15384,7,2004,724,788,1490,8,2004.0,2,388,1095,1490
1,0,0,1,1,0,3,3,5,3,3,3,1,0,3,0,1,0,0,0,8,0,0,0.0,11327,5,1967,779,1064,1064,6,1967.0,2,528,2709,1064
0,0,1,2,0,0,3,3,3,1,2,3,0,0,3,1,0,0,0,0,6,0,0,41.0,5852,7,1902,169,1020,1864,9,1902.0,0,0,758,1864
0,1,0,3,1,0,3,3,5,3,3,3,1,0,3,0,1,0,0,0,8,0,1,72.0,7200,6,1976,288,684,1398,6,1976.0,2,440,1496,1398
1,0,0,1,0,1,3,4,4,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1680,6,1972,317,672,1218,7,1972.0,1,264,2370,1218
0,0,1,2,1,0,4,5,6,2,3,5,0,1,4,0,1,0,0,1,8,0,0,85.0,10182,8,2006,1220,1660,1660,8,2006.0,2,500,2458,1660
0,1,0,2,1,0,3,5,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,75.0,9375,4,1954,799,967,1350,6,1954.0,2,504,2733,1350
1,0,0,3,0,0,4,5,1,1,3,4,1,0,4,0,0,1,0,0,8,0,0,96.0,11275,7,1967,0,710,2978,11,1961.0,2,564,161,2978
0,1,0,1,0,1,4,5,1,1,3,3,0,1,3,1,0,0,0,0,6,0,0,60.0,9720,6,1910,0,741,1521,8,1950.0,3,640,726,1521
0,1,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,68.0,9017,7,1999,560,1431,1431,6,1999.0,2,666,845,1431
0,1,0,3,0,0,4,5,5,1,3,4,0,1,4,1,0,0,0,0,8,0,1,75.0,10125,8,2000,445,1107,2052,7,2000.0,3,642,947,2052
0,1,0,2,0,0,2,3,1,1,3,3,1,0,3,1,0,0,0,0,6,1,0,85.0,8500,5,1919,0,793,1517,7,1919.0,0,0,2232,1517
0,1,0,1,1,0,2,3,4,1,3,3,1,0,3,1,0,1,0,0,8,1,0,79.0,9490,6,1941,403,806,1578,5,1941.0,1,240,2563,1578
0,0,0,1,1,0,3,3,4,1,3,3,1,0,3,0,0,0,0,0,8,0,0,124.0,27697,4,1961,811,1396,1608,6,1961.0,1,444,2299,1608
0,1,0,1,0,1,1,4,1,1,2,4,0,0,3,1,0,0,0,0,8,1,0,72.0,10632,5,1917,0,689,1224,6,1917.0,1,180,211,1224
1,0,0,1,0,1,3,3,1,1,3,3,1,0,3,1,0,1,0,0,8,0,0,85.0,11475,5,1958,0,1584,1776,9,1968.0,3,888,605,1776
0,1,0,2,1,0,4,5,1,3,3,5,0,1,4,1,0,0,0,0,8,0,0,85.0,11049,8,2007,0,1234,1234,7,2007.0,2,484,1478,1234
0,0,1,3,1,0,4,5,6,4,3,4,0,1,4,0,1,0,0,0,6,0,0,44.0,4750,8,2006,1573,1573,1625,5,2006.0,2,538,2247,1625
1,0,0,2,0,0,3,4,3,4,3,3,1,0,3,0,1,0,0,0,8,0,0,50.0,35133,5,1963,1159,1572,1572,5,1963.0,3,995,2274,1572
1,0,0,3,1,0,4,5,5,2,3,4,1,0,3,1,0,0,0,0,8,0,0,80.0,12984,5,1977,1283,1430,1647,7,1977.0,2,621,2869,1647
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,75.0,9157,7,2003,0,912,2014,9,2003.0,2,486,967,2014
0,1,0,1,1,0,3,5,5,1,3,3,1,0,3,1,0,0,0,0,6,0,0,49.0,5820,3,1955,256,1162,1163,6,1955.0,1,220,2656,1163
0,0,1,2,1,0,3,3,1,1,3,3,1,0,3,1,0,1,0,0,8,0,0,81.0,9671,6,1969,0,1248,2544,12,1969.0,3,907,667,2544
1,0,0,1,0,1,3,4,2,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1890,6,1972,483,483,987,5,1975.0,1,352,1042,987
0,1,0,1,0,1,3,5,1,1,3,3,0,1,3,0,0,0,0,0,8,0,0,60.0,13515,6,1919,0,764,1824,8,1940.0,2,520,2023,1824
1,0,0,2,1,0,5,5,6,3,3,5,0,1,4,1,0,0,1,0,8,0,1,0.0,9233,9,2000,1182,1540,2855,9,2000.0,3,774,2447,2855
0,1,0,1,0,1,3,4,2,4,3,3,1,0,3,1,0,0,0,0,8,0,0,70.0,8400,6,1966,187,814,913,6,1990.0,1,240,2055,913
0,0,1,3,1,0,4,5,6,4,3,5,0,1,4,1,0,0,0,0,8,0,0,93.0,15306,8,2006,80,1732,1776,7,2006.0,3,712,2275,1776
0,1,0,1,0,1,4,4,1,1,3,3,0,0,4,1,0,0,0,0,8,1,0,55.0,7642,7,1918,0,912,1426,7,1925.0,1,216,2204,1426
0,0,1,3,1,0,4,5,6,4,3,5,0,1,4,0,1,0,0,0,6,0,0,44.0,3842,8,2004,1373,1594,1646,5,2004.0,2,482,1563,1646
0,0,1,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,34.0,5063,7,2007,904,1314,1314,6,2008.0,2,626,483,1314
1,0,0,3,1,0,4,3,6,2,3,4,1,0,4,1,0,0,0,0,8,0,0,42.0,4235,5,1984,552,1049,1049,5,1984.0,1,266,796,1049
0,1,0,1,1,0,3,5,1,1,3,4,0,0,3,1,0,0,0,0,8,0,0,63.0,15576,6,1915,0,840,1680,8,1960.0,1,308,1526,1680
0,1,0,1,0,1,3,3,1,1,3,3,1,0,2,0,1,0,0,0,6,0,0,60.0,10120,7,1910,0,925,1889,9,1960.0,1,308,2042,1889
0,1,0,3,1,0,5,5,6,1,3,5,0,1,5,0,1,0,0,0,8,0,0,102.0,13514,9,2008,1142,1774,1808,7,2008.0,3,850,442,1808
1,0,0,3,0,0,5,5,1,1,3,5,0,1,4,0,1,0,0,0,8,0,1,110.0,13440,8,2006,0,1108,2550,11,2006.0,3,670,1693,2550
0,1,0,1,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,70.0,8750,7,1994,642,915,1908,8,1994.0,2,493,1468,1908
0,1,0,1,1,0,3,5,2,4,4,4,1,0,3,0,0,0,0,0,8,0,0,0.0,11500,6,1966,262,1182,1643,6,1966.0,2,438,1430,1643
0,1,0,1,1,0,3,3,4,1,2,3,1,0,3,1,0,0,0,0,8,0,0,60.0,10800,5,1900,664,954,2414,10,1970.0,2,520,2605,2414
0,1,0,1,0,1,4,5,5,1,3,2,0,1,4,1,0,0,0,0,8,0,0,54.0,7609,8,1925,406,798,1512,7,1925.0,1,180,1529,1512
1,0,0,1,1,0,3,3,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,0.0,26142,5,1962,593,1188,1188,6,1962.0,1,312,335,1188
0,1,0,1,0,1,3,5,1,1,3,3,0,0,3,1,0,0,0,0,6,1,0,57.0,9184,5,1948,0,780,1323,6,1948.0,2,400,1287,1323
1,0,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1680,5,1971,300,525,1092,6,1997.0,1,320,31,1092
0,0,1,3,1,0,5,5,6,1,3,5,0,1,5,0,1,0,0,1,8,0,0,79.0,9416,7,2007,1126,1726,1726,8,2007.0,3,786,1785,1726
1,0,0,1,1,0,3,3,1,1,3,4,1,0,3,1,0,0,0,0,8,0,1,70.0,8400,6,1980,0,650,1564,7,1980.0,2,476,82,1564
0,1,0,1,0,1,4,4,3,1,3,3,1,0,3,1,0,1,0,0,8,1,0,60.0,12144,4,1950,455,910,1521,6,1950.0,1,597,2620,1521
0,1,0,2,1,0,4,5,1,1,3,4,0,1,3,1,0,0,0,0,8,0,0,94.0,10402,7,2009,0,1226,1226,6,2009.0,3,740,252,1226
0,1,0,2,0,0,3,5,1,1,3,3,0,0,3,1,0,0,0,0,3,0,0,0.0,3300,4,1910,0,624,816,5,1910.0,0,0,721,816
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,64.0,8334,6,2006,0,1330,1330,6,2006.0,2,437,2165,1330
0,1,0,3,1,0,3,4,6,3,3,4,0,1,3,1,0,0,0,0,8,0,1,70.0,11207,6,1997,714,802,1511,8,1997.0,2,413,2316,1511
0,1,0,1,0,1,3,3,6,3,3,4,1,0,3,0,1,0,0,0,8,0,0,0.0,7252,5,1982,685,858,858,5,1983.0,2,576,775,858
0,1,0,2,0,1,3,3,1,1,3,3,1,0,2,1,0,0,0,0,3,0,0,120.0,18000,3,1935,0,894,894,6,1994.0,3,1248,1558,894
0,1,0,2,0,0,3,4,6,3,3,4,0,0,4,1,0,0,0,0,8,1,0,152.0,12134,8,1988,427,559,1752,8,1988.0,2,492,17,1752
1,0,0,3,1,0,4,3,5,1,2,4,1,0,4,0,1,0,0,0,8,0,0,85.0,14450,7,1979,864,1782,1782,6,1979.0,2,551,1022,1782
0,1,0,1,0,1,3,5,1,1,3,3,0,0,3,1,0,0,0,0,8,1,0,54.0,7681,5,1921,0,731,1343,7,1921.0,1,186,925,1343
0,0,1,2,1,0,4,5,1,3,3,5,0,1,4,1,0,0,0,0,8,0,0,87.0,11146,8,2006,0,1709,1717,7,2006.0,3,908,438,1717
0,1,0,1,0,0,3,4,5,1,3,3,1,0,3,0,1,1,0,0,8,0,0,70.0,7910,5,1960,666,1075,1507,7,1960.0,1,404,1270,1507
0,1,0,1,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,80.0,8000,5,1962,520,1027,1027,6,1962.0,1,299,1272,1027
0,1,0,1,0,1,3,4,2,2,3,3,0,0,3,1,0,0,0,0,5,0,0,60.0,6048,5,1910,736,856,1680,7,1910.0,2,450,215,1680
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,44.0,9548,7,2003,483,941,1829,7,2003.0,2,613,266,1829
1,0,0,3,0,0,5,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,1,74.0,10927,8,2005,546,1058,1904,8,2003.0,2,736,2402,1904
0,1,0,1,0,1,3,3,5,2,3,3,1,0,3,1,0,1,0,0,8,0,0,60.0,7350,5,1951,852,952,952,4,1988.0,2,840,1250,952
0,0,0,1,0,1,3,3,3,1,3,2,0,0,3,0,1,0,0,0,6,0,0,50.0,5925,4,1937,168,907,1131,7,1995.0,2,672,1984,1131
0,1,0,1,0,1,3,4,6,2,3,3,1,0,3,1,0,1,0,0,8,1,0,60.0,7200,5,1955,370,768,1588,6,1955.0,2,480,1279,1588
1,0,0,2,0,0,4,3,5,1,3,4,1,0,3,1,0,0,0,0,8,0,1,0.0,12388,7,1980,602,1043,2673,9,1980.0,2,441,377,2673
0,1,0,3,1,0,3,4,0,0,0,0,0,0,3,1,0,1,0,0,8,0,0,71.0,8838,5,1957,0,0,1764,7,1957.0,1,301,1252,1764
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,80.0,10000,8,1995,1079,1220,2090,8,1995.0,2,556,2156,2090
1,0,0,3,1,0,4,5,6,1,3,4,0,1,4,0,1,0,1,0,8,0,1,98.0,12203,8,1998,854,1225,2612,8,1998.0,3,676,499,2612
0,1,0,1,1,0,3,3,1,1,3,3,1,0,3,1,0,0,0,0,8,1,0,115.0,21286,5,1948,0,720,1271,7,1948.0,1,312,1374,1271
0,1,0,3,1,0,3,5,2,1,3,4,0,0,3,1,0,0,0,0,8,0,1,0.0,11170,7,1990,1216,1216,2514,8,1990.0,2,693,2898,2514
0,1,0,1,0,1,3,4,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,70.0,10500,4,1971,524,864,864,4,1989.0,2,576,401,864
0,0,0,2,1,0,3,5,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,88.0,13125,5,1957,168,1134,1803,8,1957.0,2,484,2721,1803
0,0,1,3,1,0,4,5,2,1,2,4,1,0,3,0,1,0,0,0,8,0,0,102.0,12671,6,1954,353,1288,2422,6,1954.0,2,527,2078,2422
0,1,0,3,1,0,3,4,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,80.0,13600,5,1955,144,1056,1056,6,1955.0,1,300,2589,1056
0,1,0,1,0,0,4,4,1,1,2,3,0,0,3,1,0,1,0,0,8,0,0,113.0,21281,5,1935,0,666,3086,9,2007.0,3,1200,1946,3086
0,1,0,1,0,1,3,5,1,1,3,3,0,0,3,1,0,0,0,0,6,0,0,59.0,5870,6,1900,0,554,1290,6,1926.0,1,200,1334,1290
1,0,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,118.0,13704,7,2001,0,1541,1541,6,2001.0,3,843,2781,1541
1,0,0,3,1,0,5,5,6,1,3,5,1,0,5,0,1,0,0,0,8,0,0,94.0,12220,10,2009,1436,2006,2020,9,2009.0,3,900,431,2020
0,1,0,3,1,0,4,3,6,4,3,4,1,0,4,1,0,0,0,0,8,0,0,61.0,3782,8,1981,960,1226,1226,4,1981.0,2,484,576,1226
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,65.0,8450,7,2003,706,856,1710,8,2003.0,2,548,1474,1710
0,0,1,1,1,0,3,3,3,3,3,3,1,0,3,1,0,0,0,0,8,0,0,0.0,8750,7,1975,224,852,918,4,1975.0,1,360,2254,918
0,0,1,3,1,0,4,5,6,3,3,4,0,1,4,0,1,0,0,0,8,0,0,90.0,11248,9,2002,1059,1626,1668,7,2002.0,3,702,2155,1668
0,1,0,3,0,1,4,5,0,0,0,0,1,0,3,1,0,0,0,0,8,0,0,67.0,8777,4,1949,0,0,1126,5,2002.0,2,520,885,1126
1,0,0,1,1,0,3,4,5,1,3,3,1,0,3,0,1,1,0,0,8,0,0,53.0,8128,6,1954,490,1062,1062,6,1954.0,1,297,643,1062
0,1,0,1,0,1,4,3,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,60.0,9600,5,1949,220,845,893,4,1985.0,2,576,1944,893
0,1,0,3,1,0,4,5,1,2,3,4,0,1,4,1,0,0,0,0,8,0,1,61.0,10125,7,2004,0,846,1594,7,2004.0,2,434,480,1594
0,1,0,1,0,1,4,3,1,1,3,3,0,0,3,1,0,0,0,0,8,1,0,76.0,11388,4,1910,0,616,1273,5,1910.0,1,275,2845,1273
1,0,0,2,0,0,4,5,1,3,3,5,0,1,4,1,0,0,0,0,8,0,1,101.0,14215,8,2005,0,1158,2376,9,2005.0,3,853,2387,2376
0,0,1,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,40.0,6792,7,2005,0,1368,1368,6,2005.0,2,474,2407,1368
1,0,0,2,1,0,3,4,5,1,3,3,1,0,3,1,0,0,0,0,8,0,1,90.0,11700,6,1968,404,708,1416,7,1968.0,2,776,2527,1416
0,1,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,0,0.0,4447,7,2003,0,530,1080,4,2003.0,2,496,2514,1080
1,0,0,2,1,0,3,4,1,1,2,2,1,0,3,0,1,1,0,0,8,0,0,120.0,13560,6,1968,0,1392,1392,5,1968.0,2,576,629,1392
0,1,0,2,1,0,4,5,4,1,3,4,0,1,4,1,0,0,0,0,8,0,1,0.0,9453,7,1993,402,996,1744,7,1993.0,2,457,80,1744
1,0,0,2,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,0.0,10355,5,1967,695,1214,1214,5,1967.0,1,318,1876,1214
0,1,0,1,0,1,3,4,1,1,3,2,1,0,3,1,0,0,0,0,6,1,0,60.0,6000,6,1940,0,720,1090,5,1940.0,1,240,1546,1090
0,1,0,2,1,0,3,3,5,1,3,4,1,0,4,1,0,0,0,0,8,0,0,0.0,11250,6,1977,767,1208,1208,6,1977.0,2,546,2518,1208
1,0,0,2,1,0,3,3,6,3,3,4,1,0,3,1,0,0,0,0,8,0,0,0.0,10464,6,1980,850,988,1102,5,1980.0,2,582,2347,1102
0,1,0,1,1,0,5,5,6,4,3,3,1,0,3,0,0,0,0,0,8,0,0,65.0,25095,5,1968,1324,1437,1473,5,1968.0,1,452,783,1473
0,1,0,1,0,1,3,3,1,1,2,2,0,0,2,1,0,0,0,0,6,0,0,60.0,11340,2,1920,0,723,1086,5,1920.0,2,400,1322,1086
0,1,0,1,0,1,4,3,3,1,3,3,0,0,3,1,0,0,0,0,6,0,0,50.0,5000,4,1925,188,765,765,4,1926.0,1,200,194,765
1,0,0,3,1,0,4,5,6,1,3,4,0,1,4,1,0,0,1,0,8,0,1,95.0,11787,7,1996,719,1379,2398,8,1996.0,3,834,1770,2398
0,1,0,3,0,1,5,4,5,1,3,3,1,0,3,1,0,0,0,0,8,0,0,60.0,7200,5,1972,671,864,864,5,1977.0,2,576,2143,864
0,0,1,1,1,0,4,3,5,4,3,3,1,0,3,1,0,1,0,0,8,0,1,0.0,13700,7,1965,454,864,1820,8,1965.0,2,492,1229,1820
0,0,1,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,1,8,0,0,85.0,10130,8,2007,1294,1702,1702,7,2007.0,3,844,511,1702
0,0,1,2,1,0,4,5,6,2,3,4,0,1,4,1,0,0,0,0,8,0,0,44.0,6371,7,2009,733,1358,1358,6,2010.0,2,484,46,1358
0,1,0,1,0,1,3,4,1,1,3,3,0,0,3,1,0,0,0,0,6,1,0,51.0,6120,7,1931,0,952,1774,8,1931.0,2,468,1348,1774
0,1,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,1,65.0,8125,7,2005,0,756,1553,6,2005.0,2,615,2465,1553
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,1,0.0,8470,8,2002,225,972,1811,7,2002.0,2,565,387,1811
1,0,0,1,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,70.0,8750,7,1997,1111,1417,1417,7,1997.0,2,511,873,1417
0,0,0,1,0,1,2,5,6,1,3,3,1,0,3,1,0,1,0,0,8,0,0,65.0,6860,5,1956,908,1008,1008,6,1964.0,1,308,1918,1008
0,1,0,3,1,0,4,5,6,2,3,4,0,1,4,1,0,0,0,0,8,0,1,80.0,10041,8,1992,789,908,1915,8,1992.0,2,506,2764,1915
0,1,0,1,0,1,2,5,3,3,3,3,1,0,3,1,0,0,0,0,8,0,0,64.0,6400,5,1959,77,960,960,4,1959.0,1,392,2184,960
0,1,0,3,1,0,4,3,5,2,3,4,1,0,3,1,0,0,0,0,6,0,0,24.0,1488,6,1980,471,561,1229,5,1980.0,2,462,934,1229
0,1,0,2,1,0,3,2,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,70.0,8176,5,1958,846,1056,1056,6,1958.0,1,308,1920,1056
1,0,0,2,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,1,69.0,7590,6,1966,512,660,1348,6,1966.0,2,453,2631,1348
1,0,0,3,1,0,5,5,6,4,3,5,0,1,5,1,0,0,1,0,8,0,1,104.0,21535,10,1994,1455,2444,4316,10,1994.0,3,832,1768,4316
0,1,0,1,0,1,3,5,2,1,3,3,1,0,3,1,0,0,0,0,6,0,0,40.0,4800,4,1916,197,1196,1196,5,1957.0,2,440,2040,1196
0,1,0,3,0,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,1,59.0,11796,7,2004,0,847,1959,8,2004.0,2,434,1749,1959
0,1,0,1,1,0,4,4,6,3,3,4,0,1,4,1,0,0,0,0,8,0,1,0.0,16698,7,1992,800,1449,1759,7,1992.0,2,525,834,1759
1,0,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,0.0,10400,7,2001,0,1257,2161,8,2001.0,2,570,1457,2161
0,1,0,1,1,0,3,3,5,1,3,4,1,0,3,1,0,0,0,0,8,0,0,50.0,7175,6,1984,623,744,752,4,1984.0,1,264,79,752
0,1,0,1,1,0,3,3,5,4,3,3,1,0,3,1,0,0,0,0,8,0,0,76.0,8314,5,1982,546,816,816,5,1982.0,1,264,2302,816
0,1,0,2,1,0,4,4,5,3,3,4,1,0,3,1,0,0,0,0,8,0,0,0.0,9180,5,1983,747,840,884,5,1983.0,2,504,1817,884
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,86.0,11210,7,2005,20,1614,1614,7,2005.0,3,865,2755,1614
0,1,0,3,1,0,4,4,6,1,3,4,0,1,3,1,0,0,0,0,8,0,1,0.0,8803,6,1994,600,707,1516,7,1994.0,2,409,359,1516
1,0,0,2,1,0,3,3,3,2,3,3,1,0,3,1,0,0,0,0,8,0,0,86.0,8665,5,1968,168,876,897,5,1968.0,1,264,2059,897
1,0,0,2,1,0,4,4,5,1,3,4,1,0,4,1,0,0,0,0,8,0,1,116.0,13474,7,1990,700,700,2243,8,1990.0,3,746,2092,2243
0,1,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,0,60.0,7180,8,2001,0,1568,1568,6,2001.0,2,564,2516,1568
0,1,0,1,0,1,2,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,60.0,10950,5,1952,339,864,1064,4,1952.0,1,318,150,1064
1,0,0,3,1,0,3,5,3,1,3,3,1,0,3,0,0,0,0,0,8,0,1,80.0,10793,5,1969,493,780,1620,7,1969.0,2,462,1656,1620
0,1,0,1,0,1,3,3,1,1,3,3,0,0,3,1,0,0,0,0,5,0,0,70.0,9800,5,1920,0,816,1012,5,1920.0,1,429,83,1012
0,1,0,3,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,65.0,10237,6,2005,28,1316,1316,6,2005.0,2,397,2411,1316
0,1,0,1,0,1,3,5,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,0.0,11500,4,1957,0,0,845,5,1957.0,1,290,795,845
1,0,0,3,0,0,4,4,1,1,3,4,0,1,3,1,0,0,0,0,8,0,1,0.0,13006,7,1997,0,964,2236,8,1997.0,2,642,2312,2236
0,1,0,2,0,0,5,5,6,3,3,4,1,0,3,1,0,0,0,0,6,0,0,21.0,1533,5,1970,553,630,630,3,1970.0,0,0,2917,630
0,1,0,3,1,0,4,4,3,1,3,4,0,1,4,1,0,0,0,0,8,0,1,63.0,7875,7,1996,414,691,1553,6,1996.0,2,420,1624,1553
0,1,0,1,0,0,3,3,4,2,3,4,0,1,3,1,0,0,0,0,8,0,0,78.0,12168,8,1934,428,965,3194,10,1934.0,2,380,2215,3194
0,1,0,2,1,0,3,3,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,80.0,9200,6,1965,892,1136,1136,5,1965.0,1,384,1211,1136
1,0,0,3,1,0,4,5,6,4,3,4,0,1,4,1,0,0,0,0,6,0,0,0.0,4438,6,2004,662,848,848,4,2004.0,2,420,1485,848
1,0,0,3,1,0,4,3,5,1,3,4,0,1,3,0,1,0,0,0,8,0,0,90.0,13068,6,1976,890,1211,1211,6,1976.0,2,461,1024,1211
0,0,1,3,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,0,0.0,4217,6,2008,962,1145,1256,5,2008.0,2,641,570,1256
0,1,0,3,0,1,3,5,5,1,3,3,0,1,3,0,1,0,0,0,6,1,0,50.0,7000,6,1926,374,861,1285,6,1950.0,2,506,2874,1285
0,1,0,2,1,0,3,3,1,1,3,3,0,0,3,1,0,0,0,0,6,0,0,60.0,6600,5,1892,0,994,2372,11,1985.0,1,432,700,2372
0,1,0,2,1,0,4,5,1,2,3,4,0,1,4,1,0,0,0,0,8,0,0,73.0,8990,7,2006,0,1498,1498,5,2006.0,2,675,2756,1498
0,1,0,1,0,1,3,5,1,1,3,3,1,0,3,1,0,0,0,0,6,0,0,47.0,7755,6,1918,0,1100,2264,8,1950.0,1,408,2022,2264
